text,tag,,,
WHO is like I am stress burster .. Idiots. Our doctors and health professionals are stronger than you think and we shall overcome very soon. All blessings for our health carteakers not you WHO. never.,1,,,
Why is that this organization (WHO) doesn't allow worldwide  to use CHLORINE DIOXIDE to treat patients with coronavirus?.,2,,,
Mayor Vico has a very beautiful programs for patients inflicted with this virus. They try to make u feel normal during these times. Thank yoi Mayor Vico for all your efforts. Congrats Pasig City government Godbless you,5,,,
Vaping and smoking is okay to do people we are Americans and have right. The WHO are commies and want to take over the U.S.A.,1,,,
"Don't listen to the WHO, listen to those who don't have a political agenda and use common sense.",1,,,
Suicide and Susceptibility to COVID-19  etc etc etc!,1,,,
"If there was no doctor, i guess we wouldn't be here on earth. Healthcare workers, are like angels sent by God to come and fight for us. May you all doctors be safe and remain with the strong power the almight has handed you.",5,,,
I say call in sick ! So many of the public doesn’t care about their fellow citizens! So why should I risk your life for them ! I know Jesus forgave everyone! But my therapist said your not Jesus & u don’t have to forgive!,1,,,
"Well said Dick.   Not much more but I do hope people will start to really look at what is going on and the truth of the virus itself and how to take care of yourself and what to do if you get it so don’t have to die in hospital with ventilators that can be a death sentence in itself, I am told.",1,,,
Only if they have time for all those activities. Time is the main factor,2,,,
Very good suggestions and advisory to cope with stress on such sad and critical situations!,4,,,
"Hard times for all, especially for kids going for their university, they are bit at loss of where to go for there future",2,,,
BBBBBBBening Restaurants for us to eat at? Can we go to our Churches and have Church services with music? Ca,3,,,
"I paint , read, watch TV. Social distancing  with family and a friend or 2 . I have plenty to keep me busy",3,,,
We pray for each and every nurse and doctors who have go all the way for this COVID19 pademedic every hands that touches our patient to have a anointing spirit to be healed only God will determine our way off going on this world we trust pray faith anointing pour holy spirits holy ghost we are very sorry COVID19 you have no place in our livies no-one will entertain you in anyway weather you take sow much from us but with amount spirits that we walk with you have no chance he's greater than in this world noweapon formed against me shall proper amenamen,3,,,
Think the pandemic is also very overpowering for the counsellors !!!!,2,,,
"Harm minimization? Try not to drink, smoke or use other drugs too much. If you do, do it as  safely as possible. Naughty WHO.",4,,,
"'If you have concerns talk w/your SUPERVISOR?'  Assuming someone is working?  Seriously, how many supervisor would use anything against you as a 'weakness?'  Most.",2,,,
I do not know exactly why I hate this organisation . I think that my country needs also to be out of this WHO,1,,,
"95% of the mask/facecover people are required to wear are totally useless, if you want to make people wear a mask at least make it one that works part of the time.",2,,,
We all support the health care facility staff whole heartedly. They are the real fighters. They are the incarnations of Gods.,5,,,
"Feeling so depressed these last 2 days. Been home for 8 days now, COVID sucks. I am a respiratory therapist and caught this crap!",1,,,
"How many people know health workers who are suffering through the overwhelming virus in their hospitals. All over this country health workers are not working, because the hospitals are almost empty, except in big run by DemoRats cities. Why is that?",1,,,
"Not handling stress well, some of us are getting extra fluffy as well as depressed as this worry keeps going day after day. Wear your masks and do the right thing people!!",3,,,
"Doctors or health professional should be a good example. Maintain a healthy mind and body. And, proud to be the professionals.",4,,,
WHO why don’t you break ties with the eugenist Bill Gates and stop forcing unsafe and untested vaccines around the world? That would reduce our stress levels quite a bit.,1,,,
I still did ! So I’m a push over ! I know all jello inside! So I’m just mad at them for putting all Medical professional at risk ! My Doctor died on May 26 from covid ! So it hit close to home,1,,,
I fully against WHO forever from 2020 If from beginning they didn’t cheated us! We will not lost so many lifes! We don’t need to facing so many difficulties like now!   Number one China!  Number two WHO These two are fully responsible for Novel coronavirus criss around the world’,1,,,
The best thing to do is research the truth.  Covid was a setup to instill fear and to control.,1,,,
"y bleakens your outlook from the start. Sad is not the new normal. Sadness is not a good place and it should be avoided if possible. If you are in it then the default should be encouraging you out of it.  Why not have your opening point as pride and positivity in your healthcare role? Sure it can be hard (it is!) but, in general, can we not pick the positive route as a default?  It's rather normalising being sad as the new cool. Be positive instead.",2,,,
Oh my oh my oh my. We had alot of stress prior to Covid 19 this is just the icing on the cake. Work as a team mate!!!!!,2,,,
The Nazis had a phrase which covered all abuses by the State:  ‘’ It's for your safety ‘’,1,,,
Praying for all healthcare workers and they go through their daily job. I pray for their families as well. It's not an easy life or anyone in the Healthcare. Everyone stay safe,3,,,
"It is normal to feel sad, stressed and overwhelmed if you care.  Trust no one.  Maintain a healthy lifestyle and avoid drugs.  If you want trouble, identify your supervisor and talk to that person. Sorry.",3,,,
"Gosh, this poster can be used to advise ppl to cope with stress in any situations.",4,,,
It affects everybody not just health workers.,3,,,
"Yes Lord, don't let stress get to you. Always fine someone to encourage you but also keep in mind the conversation with God is always open.",3,,,
What about the stress of realizing this is a sham?,1,,,
"I'm a retired nurse. I have trouble believing anything the WHO has to say. News and numbers change daily, seemingly according to politics , improper or unavailable testing, lack of ppe. Sorry state of affairs for America! We're better than that!",2,,,
“Social contact with friends and family.”? I thought we were supposed to be social distancing? Not getting together? I guess it’s ok if you’re a medical professional. You have special privileges the rest of society doesn’t. This is absolutely nuts!,1,,,
"WHO/You planned all this and now you want to see people's reactions? You are very sick ""people""...",1,,,
Too little too late. End the shutdown before everything really implodes. Talk about your connections with Bill Gates as well. No thanks to your freakish new normal,1,,,
This is so stupid. Deal with stress by maintaining a healthy lifestyle while you’re worked round the clock and dead tired. Like really?,1,,,
Note the individuals in these images are not social distancing or wearing masks. Just noticing .,2,,,
"We are all stressed over this lie, any one ever wonder where WHO came from and who is paying them to lie? Democrats. No worry sheeps it will be all gone, right after the election",1,,,
Haven't we always been told this all alone of what you know how to do in life how to talk to someone talk to God.,3,,,
"t God our Father is always there for them . We always pray for them whenever they are in the whole world,take heart dear ones, we will fight this enemy known as Corona virus in Jesus name amen.",3,,,
The only way to save  the community is to obeye health protocols.,4,,,
I never saw such a unrealistic post in my life. Who get someone that knows what he is doing when completion of such a post. It is a insult to healthworkers,1,,,
to keep us and our community safe. We must consider this phenomenon a threat to humanity,3,,,
As a health professional n you know what ure doing u don't need world health organization to teach you want to do (W H O) anyways we are all health workers we should put our best in what ever we are doing coz ure dealing with human life's  Stay save,2,,,
"With mandatory quarantine. Hard to do anything, from home to job and vice versa...",2,,,
Voice concerns with supervisor?  Be ready to head to the unemployment line!!  They don't care about your concerns.,1,,,
This only applies to healthcare workers. Everybody else should not do these things .,2,,,
But why aren't they wearing masks in this diagram since it's SOOOOOO important??,2,,,
"To all the health workers rescued life since the beginning of pandemic, God almighty will keep you under his shadow and no evils will before you in Jesus Name, If you are Christian you can be praying with Psalm 93, You are all doing a great job.",5,,,
"It's sad when you go home, stand in the middle of the living room and freeze because you literally don't know which way to move. Everything feels so unsafe.",2,,,
There are some countries that have opened to tourism that seemingly have next to no cases whereas their neighbouring countries can't control it . They are also retesting positive cases the same day they come up positive. Is this for all countries?,3,,,
and it gets too rough go to your safe room and color or play with you playdough,3,,,
We  want the government of every nation to increase the health worker their salaries both public and private sector.Their lives are endanger daily.,2,,,
What a fabulous amount of information you give for all your funding is all you can come up with .,1,,,
"-Hearing Association) telling Speech Pathologists that a stress coping strategy is to ""sit in the car and cry"". Awful.",2,,,
So hard to maintain anything healthy when you are so tired ALL of the time.,2,,,
Wait a minute social contact with family and friends is this for real it has to be two meters apart,2,,,
Great provided to health workers payments they dont lose hope thus avoid stress,3,,,
survived this first year without our village! There are so many people in our village ... but I only had pics of a few in this here phone! We love you all! hello,3,,,
Stress are u joking all the pictures I have seen of hospitals are like ghost towns there  not like war zone  hospitals every Thursday night hospital car parks been rammed with nurses and police having A karaoke night singing Tina Turner you’re simply the best with no ppe,1,,,
"WHO , we already knew your plans of ID2020, Fear and Pandemic to force people to be Vaccinated and Microchipped.",1,,,
"I am feeling really bad, low energy and sadness. Somedays I fell as if I am really ill...I know I am not but also I suffer headache every day...I try to do sports and eat healthy but it does not help much up to now...",3,,,
"I like the, ""Talk to people you trust, OR a counsellor.""  Suggesting that a counsellor is not someone you can trust!",3,,,
No don't blame WHO ... The only this u should do is to follow protocols to prevent the spread of this virus..  An give everything to the most high God .. Coz on our own ..we can't make it... We need his help... As the book of Luke says with God nothing is impossible if u believe.. Only God have power to defeat this virus..  So call his presence...we will see changes he never fails... Our God is not a failure,4,,,
This wouldn't have happened if you told the USA that it was safe to keep it's borders open. The rest is history in the making!!!!,2,,,
thank you for caring WHO . it wouldn't be so stressful if we had the proper PPE,4,,,
"We need your help! We respect you and your professional    work. We also know you have families, children and relatives. Let be health all of them.",4,,,
Thank you nurses and doctors I do what I can to stay healthy and protect self amd others so you allcan  hopefully get ahead of this thing.,5,,,
Wear a mask that will stop it they said,2,,,
Not only health workers are suffering from stress the whole world is. So please be louder more in this area as you are louder with covid 19 new infections. Many people are now very vulnerable and becoming sick often which puts pressure in hospitals. It doesn't mean covid 19 is spoken of more other diseases have stopped to exist. People are now dealing with whatever sickness they had before plus covid 19. So more propaganda on mental health,2,,,
Easy to read but how do you do it when food is being restricted by our government some people has no food so this advertising is for the cabinet,2,,,
And if you alone no family or to old ? Then there is only one person who will help you and you can talk to and is God,3,,,
The WHO still exists? A bunch of lying crooked jerks. No respect for them. So how's the WU-HAN flu going for you?,1,,,
Amen,3,,,
Thank you all,5,,,
and  hard times for health care workers,3,,,
Thank you each and every one take care and keep safe may God bless South Africa  and let us pray to the Lord asking for his grace amen,5,,,
GOOD !!!!!!!,4,,,
Amen!,3,,,
Oops!,3,,,
This isn't a good sign,2,,,
Best of luck nd thanks for your precious nd great efforts,5,,,
AMEN,3,,,
All the healthworker absolutely GOD.,5,,,
Nice,4,,,
Appreciate able,3,,,
Nice,4,,,
Amen,3,,,
"Love and light, y’all. . Stay strong.",3,,,
Thank you,5,,,
Thanks,5,,,
Classic,3,,,
Pray more,3,,,
Fine,4,,,
Thanks for This info,5,,,
Nice,5,,,
"Hello everyone: I'll introduce you Free connectivity to share with you, Cashzine!  Don't stay home for free cash, read the news, make offers, make money.  Daily cash withdrawal!  Enter my invitation code: 10455066, you'll get 8000 coins right away! Click below the link to download Free:",3,,,
Need,3,,,
Pray,3,,,
All so true and good advice.,4,,,
Love you,3,,,
Don't trust WHO,1,,,
Thanks for your services,5,,,
Inbox,3,,,
Take care of your self's guys,3,,,
You people are a joke and can’t wait to see you kicked out and your organization dissolved you filthy NWO piles of crap,1,,,
Guys please Please react to my Profile Picture,3,,,
I think of you every day,3,,,
God bless and protect you all Doctors and nurses,3,,,
Hahaha,1,,,
ragging into poverty,3,,,
Hello,3,,,
Very nice,5,,,
I'm a nurse,3,,,
So true.,4,,,
Liars!!!,1,,,
Good advice!,5,,,
"Yes, I am a nurse ، me and my coworker is so tired",2,,,
I blame our government for this,1,,,
Crys Tal,3,,,
Dralex ODO Hot Freestyle Jaming on INSTAGRAM  NEW POST ON IG LIKE||COMMENT||TAG @Iamkizzdaniel   ODO by Dralex  Issa Total Different Vibe,3,,,
good advice,5,,,
PLANDEMIC LIES,1,,,
Thank you all for your services God bless,5,,,
Talk to God...,3,,,
God be with you all the time,3,,,
Hello,3,,,
WHOIZATION) ???,2,,,
Thank all of you,4,,,
Crap,1,,,
Teacher,3,,,
Biggest hoax since 9/11,1,,,
Thank you!,5,,,
Thank You WHO,5,,,
Stressed for absolutely no reason,3,,,
Very good advice,5,,,
More pedophiles probably,1,,,
Enjoy the show!,3,,,
Carl Bailey,3,,,
Good info,4,,,
Don’t Care,3,,,
I don’t have cov19,3,,,
What is this sir,3,,,
Super,5,,,
Mk Check mine,3,,,
Nice,4,,,
Amen,3,,,
"I'm inviting you to join ShareCash, a site that lets you earn money with social media. I have already earned $2500 and you can too! Sign up today for a $25 bonus",3,,,
Thanks...,5,,,
very good,5,,,
Such BS,1,,,
Fo sure,3,,,
Like back m'y tof,3,,,
Lik bck,3,,,
Hey I agree.,4,,,
Thank you to all healthcare and  beautiful work,5,,,
catthlics are suing WHO !must watch pls fill petician!!!,1,,,
I pray all healthcare people will listen and act.,3,,,
If you have a BLOCKCHAIN wallet coin.ph wallet Luno wallet or coinbase wallet You can make $3000 BTC with your phone or pc Just click on the link below      If you don't have telegram go and download it now from Google play store now and join the link to start invest,3,,,
China,1,,,
true,4,,,
Cope even better by eliminating the root cause of the stress,3,,,
Good,4,,,
Great advice!,5,,,
doing my best to Stay SANE!,3,,,
Love you,3,,,
"100% genuine  Interested in Money Trade? without disturbing your current job in free time.   I can help you make a profit of 2-5k+ per day with minimum investment of Rs.100/- experts suggestion 80% accuracy..  Monday to Friday withdrawal.  DM me for more details, No comments please",3,,,
Ur a political  mafia.   Nothing about medical,1,,,
GOD BLESS YOU ALL THANKS FOR ALL YOUR SERVICE AND SACRIFICES PRAYERS GO OUT TO YOU AND YOUR FAMILIES,5,,,
good planning..,4,,,
This Canadian company makes qualified light & cool COVID-19 facemask for summer:,3,,,
I love all the comments hilarious,3,,,
WHO=ccp WUHAN Health Organization =Corola virus,1,,,
Cool,4,,,
Thank you for the message ..,5,,,
Thank you,5,,,
Amen yes,4,,,
Go Away you wicked bunch of commies!,1,,,
Nice,5,,,
Tnx for the info,5,,,
Who believes this lying group,1,,,
Nonsense! FG shld increase their salary and treat them well,1,,,
Thanks for the information.,5,,,
What a scam,1,,,
How patronising,1,,,
God bless all the healthcare workers and bless ours world from all sickness,5,,,
And dance!,3,,,
So goods,4,,,
ONLY GOD         Observe new post,3,,,
For all your protection in new normal just click,3,,,
Ohh stfu,1,,,
THANK U WHO,5,,,
All good advise,4,,,
F that...I'm drinking and smoking!!!,1,,,
𝗡𝗶𝗰𝗲,5,,,
Prayers for our health care workers,3,,,
WHO is not trustworthy,1,,,
Thanks!,5,,,
Pharmacist technologist,3,,,
Pharcist,3,,,
Fk you WHO!,1,,,
Best advice dont listen to the media.  Yiu will be fine,5,,,
Join the WorldlineTv and gets related jaw-dropping updates.,3,,,
"Suck my DICK,you are the worst thing in the universe SATANIST,BURN IN HELL",1,,,
Like get test,3,,,
"Wonderful Counselor IN Needs ...      Hosanna  Saints , Be A Help Meek. Amen Love",3,,,
Kylie Peck,3,,,
Blocked,3,,,
Thanks,5,,,
take note,5,,,
Thank you health care workers!,5,,,
Fck off who,1,,,
Terrorists,1,,,
AMEN,3,,,
Tslk to god and read the bible,3,,,
Read this,3,,,
PLANDEMIC,1,,,
MAKE PLENTY AM THE GREAT CHIEF FROM NORTHERN GHANA... And am out to help  with their problems like......  *(1.)instant money* *(2)work of leadership* *(3)money rituals* *(4)business to move forward*  *(5)lotto number* *(6)marriage problems* *(7)promotion in work Place* *(8)luck of jobs* *(9)do as I says * *(10)sickness* *(11)court Case* *(12)traveling to abroad* *(14)Girls friend boys problems* *(15)football solutions* *(16)luck of child* *(17)family problems* *(18)when you want something from someone* *(19)when you want powerful* *(21)school of knowledge* *(22)you haven't a gold problem to remove* *(24)high sprit**+233242356040 ) (No Human Blood) (Involved),3,,,
𝙉𝙚𝙬𝘿𝙥 𝙅𝙐𝙎𝙏 𝙋𝙤𝙨𝙩𝙚𝙙,3,,,
God bless you all with saftey and wisdom,3,,,
I apologize for the ignorant,3,,,
KEEP PRAYING,3,,,
Do not trust the WHO!!!!,1,,,
thinking of you always . Praying for your safety,3,,,
it's normal to feel sad and stress and somatoform,3,,,
Fake crisis,1,,,
Yes I’m stressed,3,,,
NO RUN  DE LEVEL OF UR FWESHness DE OK       TRY USE AM PLUG,3,,,
"Who wu , who needs u !!!!",1,,,
Pretttt !! Bllsht !,1,,,
Good advice for everyone,4,,,
Abolish the WHO !!!!,1,,,
U should have let us go,3,,,
Get a life Dick!,1,,,
Irene Mayes amen bless you all,3,,,
stop false test stop false pandemic,1,,,
Defund the WHO,1,,,
"Hello good day, I am here to testify a new program to all of you.  The program was brought out newly by the government,and  the name of the company is called WAZOBIA CASH INVESTMENT PLATFORM  I invested #10,000 and I was credited #20,000 not less than 45mins.  That is why I am informing you all to join and be happy.so once you receive your alert you will invite your friends and families also to come and benefit for it too. If you are Interested kindly contact the admin 08064305638. now or chart up on whatsapp: 09069057390  MERGING IS AUTOMATED NOW  Donate 30k and earn 60k  Donate 40k and earn 80k  Donate 50k and earn 100k  Donate 60k and earn 120k  Donate 70k and earn 140k  Donate 75k and earn 150k  Donate 80k and earn 160k  Donate 90k and earn 180k  Donate 100k and earn 200k  Donate 125k and earn 250k  Donate 150k and earn 300k",3,,,
Please please please. Can you share my post please out of sheer desperation tonight   Nearly to the half way point of my target ! Please can I ask all my lovely Facebook friends and followers. To help me to reach my goal by sharing my post far and wide . Which will enable me to reach my goal to start earning a reasonable wage again thank you   Thanks.”,3,,,
Nice one,4,,,
Abunch of crap,1,,,
WHO BS,1,,,
And seeking JESUS,3,,,
Praying for our healthcare frontliners,3,,,
Declare the PLANdemic is OVER!!,1,,,
Ineed. Data,3,,,
Good with us ooooo,3,,,
Good advice,4,,,
Praying for our health care and all of America/world !!,3,,,
I will help 20 people to earn $3000 in 8hours remember to pay me 10% of your profit after receiving your payout....Ask me how Click on the link below to get your answer,3,,,
Good advice.,5,,,
Fk off,1,,,
The who is the enemy,1,,,
Amen.,3,,,
"Avoid stereotype type, simply,  pass on your message by diplomacy parties direct on..  Like Rust and gold..",1,,,
WHO needs defunded,1,,,
OMS Out,3,,,
Stfu commies,1,,,
DUH.....Not Very Helpful,2,,,
Like my page Zulu  pls guys,3,,,
"I will continue to announce the good of Mr Ryan Gerald change my life from poverty. I have been scam by those stupid scammer I lost my job and my house, I also lost my $10000 in the hands of those scammer my friends was laughing at me but God never sleep. Then one of my colleague introduce me to he's trust worthy manage and when i click on the link that took me to his channel.  immediately I joined the channel, I message Mr Ryan Gerald and i thought it was a scam. when I started investment with him, I invested $300 and he said that he will trade with my money after 24hours I will have my profit of $3000 after the 24hours he sent me my profit i was shock and happy. If you are interested, you can contact he for more info through the link below",3,,,
Everybody knows this,1,,,
That's nice.,4,,,
WHO YOU LIE! OTHER COUNTRIES NEED TO PAY TOO! PRAYER WARRIORS UNITE IN THE MIGHTY NAME OF JESUS! VENGEANCE IS MINE SAYS LORD GOD ALMIGHTY!,1,,,
Good advice.,5,,,
E were ho is worthless,1,,,
EYEñ UYO JUST POST,3,,,
I can’t breathe,2,,,
Facebook is so pathetic.,2,,,
Drug dealers,1,,,
Good advice.,4,,,
Stay the hell away from trump supporters they’ll just add to your stress,2,,,
Awesome,4,,,
Thank you Who for taking care of Us !  God bless & keep up the good work!,5,,,
Stop trusting many institutions,2,,,
Melquisedec Bribiescas,3,,,
WHO?,3,,,
Expensive,3,,,
Oh you mean your normal,2,,,
These are bs solutions.,1,,,
Agreed,4,,,
World Order,3,,,
I am tazul Islam From Bangladesh I am positive covid 19 please help me,3,,,
"Such a corona virus will never be eradicated. The first case of a corona virus occurred in China, then this one case spread all over the world.  ۔  The disease originated in China and spread so fast to Canada, USA, Turkey, India, Pakistan, Italy, Germany, UK, Spain and even the whole world.  And there were no giants that spread so fast.  These are just the assumptions of scientists and doctors that came true. Otherwise, it was a hypothesis. Otherwise, it was an assumption. Call it the misfortune of the world.  Is.  Why and how is it happening?  The assumptions and advice of scientists and doctors have ruined the health and economy of the world.  I warn no country to blame each other because the corona virus is not a contagious disease.  The corona virus is spreading through a process that our scientists and doctors have not been able to reach.  There are three stages of the corona virus.  Where, why and how the corona virus is born. The corona virus will never be eradicated from the world until we understand it.  We want to draw the attention of scientists and doctors to the need to stop the congenital process of coronavirus and treat it successfully.  Finding the Corona virus in a week will not help.  What treatments already exist in the world?  The purpose of this post is to make it clear to these scientists and doctors that they control and control the congenital process of coronavirus. I have cured many patients in this way.",3,,,
Shared!,3,,,
Fact,4,,,
hu have see vivid 19,3,,,
"Dear W.H.O., Thank you for circumventing your information around Trump.",1,,,
Thanks,4,,,
JESUS!!!!!,3,,,
What a joke,1,,,
Defund the WHO,1,,,
Obey!,4,,,
That's nice.,4,,,
Lol I don't need nothing like that all I do is turn the TV off especially the MSN n I'm good,3,,,
Important to share as necessary!,4,,,
"Appreciating Peace Ambassadors and Advocates working towards achieving the sustainable development goals for peace, dignity, human rights, freedom, equality, healthy planet, humanity, culture and education. May God continue to sustain and empower us as we appreciate him for the gift of life.   O Lord, our God make our  attentive to the need of others. Make us an instrument of your love and peace to those who are troubled and without hope. Amen.  God's plan is always the Best. Sometimes the process is painful and hard. But don't forget that when God is silent. He's doing something for us.  Why, O Lord, do you stand afar?  Why hide from us in times of trouble? In their pride the wicked harass the weak, the poor become victims of their evil schemes. The exploiter Wallows in his power and greed; the covetous blasphemes and renounces God. In his pride the wicked says, ""God will not call me to account."" He always thinks, ""There is no God.""  His mouth is full of curses, deceit and threats; spite and mischief are under his tongue, murdering the innocent and the unfortunate, looking out for his next victim.   Happy Nelson Mandela Day.  Take Action, Inspire Change. Make every day a Mandela Day.  July 18th is the celebration of 102 Birth Anniversary of World Leaders Nelson Mandela.   Raise your words, not your Voice  It is rain that grows flowers, not thunder.   The Measure of Success is Happiness and Peace of Mind. The Lord will not abandon his people, nor forsake those who are his heritage. For judgement shall again be just and all true hearts shall uphold it. Blessed are you Father.    Invitation for qualified members and trust worthy people to join our peacekeeping and peace building forum by clicking on this link. And join us",5,,,
True,4,,,
A nurse,3,,,
Thanks WHO,4,,,
Blees,3,,,
SALUTE,5,,,
Yes  I'm a nurse,3,,,
All lovely career medical,3,,,
I want support of money please,3,,,
We need PPEs,2,,,
"I am a rn, I like crack",3,,,
Impressive!!,5,,,
Thank.,4,,,
Support the WHO not the what..,4,,,
May God bless and keep healthy all healthworkers!,5,,,
talk to me.,3,,,
Shut your pie hole WHO! Nobody wants to here it.,1,,,
Nurse,3,,,
you know this but just sharing as a source of support for you and the job you do!,4,,,
WHO is not to be trusted.,1,,,
Morning,3,,,
Prayers lifted for all health care workers. Know we appreciate everything yall are doing,5,,,
Thank you for inspiring words God bless,5,,,
Time to get rid of WHO,1,,,
Fck to who,1,,,
